Word_ID,Words,Word_Eng,N_Valence,M_Valence,SD_Valence,N_Arousal,M_Arousal,SD_Arousal,Category,Sub_category
103,崇拜,worship,28,6.785714286,1.370513363,29,4.379310345,2.274294131,Expanded activities,Psychology
104,宠物,pet,30,4.433333333,1.887953341,27,5.074074074,1.542373943,Expanded activities,Leisure
105,抽筋,cramp,28,2.785714286,0.875897121,28,6.142857143,1.297127474,Basic activities,Nursing
106,抽血,blood draw,29,2.931034483,1.251599961,30,5.266666667,2.377093753,Basic activities,Nursing
107,抽烟,smoke,29,2.103448276,1.37177746,26,5.807692308,3.2987177,Basic activities,Nursing
108,出发,set off,30,5.533333333,1.525266135,26,4.192307692,1.876576261,Expanded activities,Others
109,出嫁,married,29,6.896551724,1.31867974,31,6.290322581,2.340848114,Expanded activities,Others
110,出门,go out,22,5.545454545,1.438493681,28,3.714285714,1.978722799,Expanded activities,Others
111,出去,get out,26,6.153846154,1.433661262,29,4.206896552,1.655711119,Expanded activities,Others
112,出事,have an accident,30,2.166666667,1.234094205,29,7.137931034,1.156476729,Basic activities,Nursing
113,厨房,kitchen,27,5.222222222,0.751067616,28,3,1.586984095,Basic activities,Housework
114,处分,sanction,27,2.333333333,0.832050294,27,6.777777778,1.250640861,Basic activities,Consumption
115,传染,infect,24,1.958333333,0.806450444,28,6.678571429,1.611384761,Basic activities,Nursing
116,传统,tradition,24,5.5,1.063219066,28,3.964285714,1.85556506,Expanded activities,Others
117,串门,stop by,31,5.419354839,1.522589758,30,4.033333333,1.711690701,Expanded activities,Communication
118,窗户,window,27,4.851851852,0.533760513,26,2.384615385,1.551178212,Basic activities,Housework
119,窗帘,curtain,21,5.047619048,0.497613352,27,2.814814815,1.301981834,Basic activities,Basic life activities
120,床单,sheet,26,5.115384615,0.515901004,28,2.178571429,1.020296668,Basic activities,Basic life activities
121,伺候,serve,28,4.821428571,1.156417566,29,4.24137931,1.724925928,Basic activities,Nursing
122,刺激,stimulate,25,3.52,1.084742673,29,7.137931034,1.216673977,Expanded activities,Psychology
123,聪明,clever,26,6.961538462,1.215920038,28,4.071428571,1.998676811,Expanded activities,Psychology
124,粗心,careless,26,3.461538462,1.0288156,28,4.821428571,1.72247822,Expanded activities,Psychology
125,猝死,sudden death,28,1.285714286,0.460043706,25,8.24,0.778888096,Basic activities,Nursing
126,脆弱,fragile,28,3.357142857,1.253566341,28,4.964285714,2.063476801,Expanded activities,Psychology
127,存折,passbook,28,6.607142857,1.571488695,29,3.413793103,1.570196561,Basic activities,Consumption
128,打扮,dress up,31,6.064516129,1.236540439,30,3.966666667,1.86590707,Basic activities,Basic life activities
129,打车,take a taxi,29,4.931034483,0.842234888,30,3.6,1.693802089,Expanded activities,Others
130,打的,call taxi,28,5.714285714,1.436486012,31,3.483870968,1.502685768,Expanded activities,Others
131,打工,work to earn a living,28,4.678571429,1.248808956,27,3.703703704,2.072063535,Expanded activities,Others
132,打球,play ball,31,6.161290323,1.392761626,29,6.068965517,1.667569542,Expanded activities,Leisure
133,打扫,clean,31,4.838709677,1.572615109,30,4.633333333,2.008316044,Basic activities,Housework
134,打算,intend,27,4.740740741,0.655895899,27,2.814814815,1.210118781,Expanded activities,Others
135,打折,discount,21,6.19047619,0.813575296,27,4.888888889,1.948043068,Basic activities,Consumption
136,大巴,bus,27,5.037037037,0.337579789,29,2.862068966,1.216673977,Expanded activities,Others
137,大便,stool,29,3.206896552,1.780435548,26,3.192307692,2.514266983,Basic activities,Basic life activities
138,大方,generous,26,6.692307692,1.5432234,29,4.586206897,2.163285223,Expanded activities,Psychology
139,大学,university,28,6.678571429,1.588233853,28,5.285714286,2.477411177,Expanded activities,Others
140,代办,do thing for others,24,5,0.722315119,28,2.714285714,1.11744228,Expanded activities,Others
141,贷款,loan,27,3.518518519,1.155933535,28,5.642857143,1.985396419,Basic activities,Consumption
142,待遇,treatment,25,5.48,1.357694124,26,4.769230769,2.006144408,Expanded activities,Others
143,怠慢,neglect,26,3.384615385,1.022816624,28,4.285714286,2.174892809,Expanded activities,Psychology
144,袋子,bag,29,4.827586207,0.710581528,25,1.24,0.597215762,Basic activities,Consumption
145,担心,worry,30,2.733333333,0.907187139,27,5.925925926,1.662387669,Expanded activities,Psychology
146,担忧,worries,29,2.655172414,0.720905287,27,6.296296296,1.564382769,Expanded activities,Psychology
147,单身,single,22,4.090909091,1.019294383,28,3.142857143,1.268252975,Expanded activities,Others
148,单位,unit,28,5.214285714,1.066567456,25,1.72,1.1,Expanded activities,Others
149,蛋糕,cake,30,6.8,1.399507302,31,4.838709677,2.65953347,Expanded activities,Communication
150,导航,navigation,27,4.777777778,0.891555828,29,2.689655172,1.537703489,Expanded activities,Others
151,捣乱,make trouble,29,2.206896552,0.818505186,26,6.576923077,1.553655739,Expanded activities,Psychology
152,道德,morality,22,6.227272727,1.377776614,28,3.928571429,1.803875898,Expanded activities,Others
153,道理,reason,30,6.066666667,1.638614497,30,3.1,1.66816025,Expanded activities,Others
154,得病,get sick,28,2.142857143,0.755928946,27,6.444444444,1.423250163,Basic activities,Nursing
155,得意,proud,22,7.181818182,1.052722712,28,5.464285714,2.380198293,Expanded activities,Psychology
156,地图,map,24,5.208333333,0.721060009,27,3.481481481,1.96841151,Expanded activities,Others
157,地址,address,26,4.961538462,0.445490223,28,2.428571429,1.230133128,Expanded activities,Others
158,低落,low,22,2.863636364,0.639602149,28,4.285714286,1.739670954,Expanded activities,Psychology
159,抵扣,deduction,30,3.9,1.988761528,27,4.592592593,1.599501347,Basic activities,Consumption
160,弟弟,younger brother,29,6.310344828,1.391388009,30,4.033333333,2.025413254,Expanded activities,Communication
161,弟妹,wife of the younger brother,25,6.08,1.469693846,28,4.035714286,1.914508792,Expanded activities,Communication
162,点菜,order the meal,31,5.774193548,0.920495425,30,3.866666667,1.547708725,Basic activities,Housework
163,点心,dessert,30,6.533333333,1.332183412,31,3.967741935,2.136724455,Basic activities,Basic life activities
164,电费,electricity bill,28,5.035714286,0.42879183,30,3,1.531282987,Basic activities,Consumption
165,电话,telephone,26,5.192307692,0.980580676,29,4.24137931,1.640016821,Expanded activities,Communication
166,电脑,computer,30,6.4,1.428768459,25,2.52,1.503329638,Expanded activities,Others
167,电视,television,26,6.346153846,1.547703013,29,4.344827586,2.12595965,Expanded activities,Leisure
168,电梯,elevator,21,5.476190476,1.123345344,27,3.407407407,1.715523227,Basic activities,Basic life activities
169,惦记,worry about,28,4.785714286,0.917207633,29,4.310344828,1.490528388,Expanded activities,Psychology
170,钓鱼,fishing,30,6,1.800383101,30,3.333333333,1.787568824,Expanded activities,Leisure
171,调解,mediate,30,5.033333333,1.691425298,31,4.322580645,2.103760075,Expanded activities,Others
172,调料,seasoning,26,5.076923077,0.627571632,28,2.607142857,1.342724861,Basic activities,Housework
173,订婚,be engaged,27,7.555555556,0.800640769,28,5.678571429,2.261654121,Expanded activities,Others
174,定期,regular,28,5.392857143,0.956044541,25,1.96,1.240967365,Basic activities,Consumption
175,丢人,shame,25,2,0.866025404,29,6.172413793,1.691765044,Expanded activities,Psychology
176,动怒,get angry,26,1.730769231,0.919029589,26,7.923076923,0.844894167,Expanded activities,Psychology
177,动气,get angry,25,2.44,1.044030651,26,7.115384615,1.142870879,Expanded activities,Psychology
178,动心,tempted,29,6.620689655,1.146852622,26,5.423076923,2.003458548,Expanded activities,Psychology
179,动摇,shake,26,4.076923077,1.494605685,29,4.827586207,1.733472269,Expanded activities,Psychology
180,冻疮,frostbite,29,2.068965517,0.961064681,31,5.032258065,2.469600116,Basic activities,Nursing
181,读书,read books,30,5.233333333,1.406471087,27,2.666666667,1.519109051,Expanded activities,Leisure
182,堵车,traffic jam,30,2.4,1.191926867,28,7.214285714,1.44932022,Expanded activities,Others
183,短袖,short sleeve,26,5.153846154,0.464095481,27,2.185185185,1.177906782,Basic activities,Basic life activities
184,锻炼,exercise,22,6.545454545,1.100963765,28,4.892857143,1.987726893,Expanded activities,Leisure
185,对象,object,30,6.466666667,1.525266135,31,4.322580645,2.286002286,Expanded activities,Communication
186,多心,suspicious,27,3.37037037,0.838870493,27,4.296296296,1.612804886,Expanded activities,Psychology
187,恶心,nausea,27,2.037037037,0.758616224,27,6.962962963,1.315045524,Basic activities,Nursing
188,恶性,malignant,29,1.724137931,0.751025571,30,7.3,1.556964332,Basic activities,Nursing
189,恩情,kindness,29,7.655172414,1.110851092,26,4.269230769,2.721142294,Expanded activities,Psychology
190,儿子,son,26,7.076923077,1.412036173,28,3.607142857,2.499470843,Expanded activities,Communication
191,二手,second hand,28,3.785714286,1.100745298,28,3.642857143,1.8300837,Basic activities,Consumption
192,发财,get rich,26,7.538461538,1.838059177,28,8,1.088662108,Basic activities,Consumption
193,发愁,worry,26,2.384615385,1.13408723,28,6.428571429,1.501322169,Expanded activities,Psychology
194,发火,get angry,25,2.12,1.452583905,27,7.925925926,1.174273128,Expanded activities,Psychology
195,发怒,get angry,27,1.962962963,0.85401682,28,7.464285714,1.426784597,Expanded activities,Psychology
196,发烧,fever,24,2.041666667,0.907896119,28,6.5,1.319371343,Basic activities,Nursing
197,发炎,inflammation,29,2.413793103,0.824501641,27,6.148148148,1.321528943,Basic activities,Nursing
198,罚款,fine,25,1.72,0.678232998,27,6.703703704,1.835856849,Basic activities,Consumption
199,法院,court,28,3.964285714,1.035737092,29,4.724137931,2.281862518,Expanded activities,Others
200,烦恼,annoyance,22,2.454545455,0.670981706,28,5.642857143,1.889822365,Expanded activities,Psychology
201,烦人,annoying,28,2.178571429,0.772373515,31,6,1.861898673,Expanded activities,Psychology
202,烦躁,irritability,31,2.35483871,1.141589158,30,7.066666667,1.20153159,Expanded activities,Psychology
203,反对,oppose,26,3.615384615,1.022816624,28,5.642857143,1.63784605,Expanded activities,Psychology
204,反感,dislike,30,2.133333333,0.819307249,31,6.806451613,2.006977077,Expanded activities,Psychology
205,饭店,restaurant,21,5.428571429,0.9258201,28,3.857142857,2.013184058,Basic activities,Housework
206,方言,dialect,26,5,0.565685425,28,2.714285714,1.356933986,Expanded activities,Communication
207,房租,house rent,30,3.7,1.822275955,26,3.038461538,2.407999489,Basic activities,Consumption
208,放假,have a holiday,30,7.5,1.40810462,31,4.967741935,2.613858846,Expanded activities,Others
209,放疗,radiotherapy,30,1.966666667,1.06619961,30,6.3,2.306662016,Basic activities,Nursing
210,放射,radiation,29,2.344827586,1.316810597,26,5.269230769,2.089166194,Basic activities,Nursing
211,放松,relax,24,5.875,1.596531567,27,3,2.019139192,Expanded activities,Psychology
212,放心,rest assured,25,6.92,1.382027496,29,3.517241379,2.011053201,Expanded activities,Psychology
213,放学,after school,27,5.777777778,1.050030525,27,3.740740741,2.030395804,Expanded activities,Others
214,飞机,airplane,30,5.633333333,1.670914128,27,4.037037037,2.377482209,Expanded activities,Others
215,肥皂,soap,24,4.958333333,0.358640751,27,1.925925926,0.916763787,Basic activities,Housework
216,肺癌,lung cancer,24,1.458333333,0.65800533,25,8.36,0.7,Basic activities,Nursing
217,肺炎,pneumonia,29,1.689655172,0.890563557,25,6.92,1.800925688,Basic activities,Nursing
218,废品,wastes,28,3.607142857,1.227441957,27,2.851851852,1.459813047,Basic activities,Housework
219,费用,cost,29,4.75862069,1.745507957,26,3.769230769,2.687864465,Basic activities,Consumption
220,分配,distribute,29,5.517241379,1.18384029,27,4.592592593,1.759791492,Expanded activities,Others
221,分手,separate,28,2.392857143,1.196887498,26,5.884615385,2.454822569,Expanded activities,Others
222,丰收,harvest,22,7.636363636,0.902137913,28,6.321428571,2.055770045,Expanded activities,Others
223,风景,landscape,28,6.75,1.205696356,29,3.793103448,2.257990737,Expanded activities,Leisure
224,风扇,fan,30,5.466666667,1.502488357,27,4.148148148,2.282099298,Expanded activities,Others
225,风湿,rheumatism,29,2.103448276,0.939027901,31,5,2.594866727,Basic activities,Nursing
226,风俗,custom,29,5.586206897,0.945562621,26,2.192307692,1.357032963,Expanded activities,Others
227,夫妻,couple,31,6.419354839,1.628377384,30,3.966666667,2.042367344,Expanded activities,Communication
228,扶手,armrest,29,5.482758621,1.595097168,25,2.56,1.781385229,Basic activities,Basic life activities
229,服务,service,31,5.387096774,1.453212977,30,3.933333333,1.855715,Expanded activities,Others
230,服药,take medicine,30,2.866666667,1.382983615,30,3.566666667,1.869599502,Basic activities,Nursing
231,辐射,radiation,28,2.785714286,1.066567456,29,5.517241379,2.148432812,Basic activities,Nursing
232,福利,welfare,22,6.727272727,1.2024506,27,5.555555556,2.100061049,Basic activities,Consumption
233,福气,blessing,28,8.25,1.075828707,26,3.038461538,2.806859729,Expanded activities,Psychology
234,父母,parent,28,6.892857143,1.663091403,28,3.107142857,1.791735879,Expanded activities,Communication
235,父亲,father,26,6.653846154,1.623386773,27,2.962962963,1.652072858,Expanded activities,Communication
236,付款,payment,30,4.266666667,1.337350271,27,3.777777778,1.739436985,Basic activities,Consumption
237,付钱,pay money,22,4.5,1.300183137,27,3.925925926,1.752491104,Basic activities,Consumption
238,负担,burden,29,2.965517241,1.295121578,26,5.423076923,2.730173283,Basic activities,Nursing
239,负责,responsible,30,6.3,1.622046387,30,4.566666667,2.176414852,Expanded activities,Psychology
240,复查,review,25,3.48,1.084742673,28,5.392857143,1.499117906,Basic activities,Nursing
241,复合,reconcile,26,5.846153846,2.166883618,29,5.482758621,2.164992406,Expanded activities,Others
242,复婚,remarry,30,4.9,2.411895806,26,4.384615385,2.801098686,Expanded activities,Others
243,复杂,complex,27,3.407407407,1.009922284,29,5.068965517,1.980819356,Expanded activities,Others
244,钙片,calcium tablets,25,5.32,1.215181742,29,3.448275862,1.428940839,Basic activities,Consumption
245,肝炎,hepatitis,30,1.6,0.813676204,25,7.12,1.96468827,Basic activities,Nursing
246,尴尬,embarrassment,26,3.192307692,0.980580676,27,4.814814815,1.241495284,Expanded activities,Psychology
247,感动,moving,28,7.357142857,0.911420776,26,6.692307692,1.158248014,Expanded activities,Psychology
248,感恩,grateful,31,7.387096774,1.202148614,30,5.766666667,1.406471087,Expanded activities,Psychology
249,感激,gratitude,30,8.1,0.922889017,26,4.461538462,2.901458519,Expanded activities,Psychology
250,感慨,sigh,28,5.821428571,1.516662306,28,4.5,1.503083251,Expanded activities,Psychology
251,感冒,cold,30,2.5,1.167077104,26,4.923076923,2.755693407,Basic activities,Nursing
252,感情,emotion,30,6.733333333,1.659524929,25,3.48,1.636052159,Expanded activities,Psychology
253,感染,infect,25,2.28,0.890692614,28,5.428571429,1.793580558,Basic activities,Nursing
254,感谢,thank,30,7.666666667,0.711159002,27,6.666666667,1.519109051,Expanded activities,Communication
255,干洗,dry cleaning,29,4.75862069,0.689470419,26,2.884615385,1.275207374,Basic activities,Housework
256,高兴,happy,25,8.28,0.890692614,28,6.821428571,1.656716329,Expanded activities,Psychology
257,膏药,plaster,29,3.655172414,1.421163057,26,3.423076923,2.610334491,Basic activities,Nursing
258,糕点,pastry,21,5.428571429,0.676123404,28,3.5,1.895413568,Basic activities,Basic life activities
259,哥哥,elder brother,26,6,1.019803903,28,3.285714286,1.959915774,Expanded activities,Communication
260,隔离,isolation,26,2.461538462,1.103839453,27,6.185185185,1.494529436,Basic activities,Nursing
261,个性,personality,28,5.642857143,1.28277147,25,2.72,1.814754345,Expanded activities,Psychology
262,工资,salary,26,7.230769231,1.607673905,29,5.620689655,2.396631462,Basic activities,Consumption
263,工作,work,22,5.227272727,0.428932027,28,3.892857143,1.911743159,Expanded activities,Others
264,公公,father in law,26,5.884615385,1.032547261,28,2.642857143,1.44566493,Expanded activities,Communication
265,公司,company,29,5.137931034,0.580894503,25,2.28,1.882374387,Expanded activities,Others
266,公园,garden,30,7.266666667,1.284746945,30,4.566666667,2.459090571,Expanded activities,Leisure
267,恭喜,congratulations,27,7.814814815,0.8786807,26,6.269230769,1.686598762,Expanded activities,Others
268,孤独,alone,30,2.3,1.055363967,31,3.419354839,2.778179182,Expanded activities,Psychology
269,姑父,uncle,28,6.107142857,1.13330999,25,1.96,1.27410099,Expanded activities,Communication
270,姑姑,aunt,30,6.8,1.540264196,31,3.870967742,2.109374876,Expanded activities,Communication
271,姑娘,girl,28,6.214285714,1.19743995,29,2.344827586,1.14254922,Expanded activities,Communication
272,古怪,oddly,29,3.862068966,1.328913034,26,4.461538462,2.656776532,Expanded activities,Psychology
273,股票,stock,28,5.035714286,1.452511053,29,4.586206897,2.322517744,Basic activities,Consumption
274,骨科,orthopedics,29,3.206896552,1.292265739,31,4.548387097,2.321475245,Basic activities,Nursing
275,骨折,fracture,28,2.071428571,0.766356045,29,5.896551724,2.319864953,Basic activities,Nursing
276,鼓励,encourage,29,7.586206897,1.118584609,26,4.384615385,2.954006406,Expanded activities,Psychology
277,刮风,windy,29,3.517241379,1.404601867,30,5.166666667,1.723735585,Expanded activities,Others
278,挂号,registered,28,3.571428571,1.259881577,27,3.666666667,1.961161351,Basic activities,Nursing
279,挂念,miss,27,5.222222222,1.527525232,29,4.310344828,2.123061272,Expanded activities,Psychology
280,拐弯,turn,26,4.384615385,0.982931252,29,3.724137931,1.645264888,Expanded activities,Others
281,关灯,turn off the lights,26,4.961538462,0.598716576,27,2.62962963,1.390853312,Basic activities,Basic life activities
282,关机,shut down,26,4.923076923,0.844894167,27,3.37037037,1.596827339,Expanded activities,Communication
283,关门,close the door,26,4.884615385,0.431455497,28,2.571428571,1.168366109,Expanded activities,Others
284,关心,care,25,7.4,1.258305739,29,4.931034483,1.533693825,Expanded activities,Psychology
285,关注,focus on,26,5.423076923,0.902134222,27,4,1.20894105,Expanded activities,Psychology
286,观察,observe,26,5.038461538,0.870896974,27,3.481481481,1.672638872,Basic activities,Nursing
287,广播,broadcast,27,5.777777778,1.012739367,27,3.777777778,1.739436985,Expanded activities,Leisure
288,广场,square,25,5.36,0.757187779,27,2.888888889,1.250640861,Expanded activities,Leisure
289,闺女,daughter,28,6.892857143,1.370030703,27,4.481481481,2.082350195,Expanded activities,Communication
290,贵人,noble man,28,6.714285714,1.181873681,27,4.407407407,1.737798325,Expanded activities,Others
291,过敏,allergy,26,3.269230769,0.724303379,29,4.862068966,2.065432122,Basic activities,Nursing
292,咳嗽,cough,27,2.666666667,0.733799386,27,5.666666667,1.544219992,Basic activities,Nursing
293,孩子,child,28,6.392857143,1.342724861,29,3.448275862,1.784580921,Expanded activities,Communication
294,海鲜,seafood,29,6.517241379,1.724211821,31,4.580645161,2.277047702,Basic activities,Basic life activities
295,害怕,fear,27,2.777777778,1.086041979,28,5.785714286,2.183390887,Expanded activities,Psychology
296,害臊,ashamed,28,3.535714286,0.792658109,29,4.482758621,1.824842256,Expanded activities,Psychology
297,害羞,shy,27,3.962962963,1.315045524,26,4.730769231,1.218447941,Expanded activities,Psychology
298,寒假,winter vacation,26,6.307692308,1.435805858,29,3.931034483,1.602030731,Expanded activities,Others
299,寒心,chill,30,2.533333333,1.224275531,29,6.206896552,1.719204765,Expanded activities,Psychology
300,航班,flight,25,5.32,0.945163125,28,3.178571429,1.540888907,Expanded activities,Others
301,好看,good-looking,29,8.172413793,1.071346466,26,3.576923077,2.402882884,Expanded activities,Psychology
302,好听,nice to hear,30,7.733333333,1.284746945,24,2.25,1.725763851,Expanded activities,Psychology
303,号码,number,27,4.962962963,0.436901809,27,2.518518519,1.340791109,Expanded activities,Communication
304,合唱,chorus,28,7.285714286,1.356933986,27,5.518518519,2.063797291,Expanded activities,Leisure
305,合影,group photo,26,6.576923077,1.101746865,28,4,2.072750901,Expanded activities,Leisure
306,和蔼,kind,30,6.8,1.242910933,27,3.259259259,1.347150628,Expanded activities,Psychology
307,和解,reconciliation,25,6.6,1.190238071,28,3.714285714,1.843047855,Expanded activities,Others
308,核桃,walnut,27,5.296296296,1.067521025,26,1.730769231,0.827414881,Basic activities,Basic life activities
309,狠心,heartless,29,2.413793103,1.323341047,26,6.307692308,2.412786452,Expanded activities,Psychology
310,红包,a red envelope with gift money in it,26,7.730769231,1.185164708,29,6.620689655,2.258536079,Basic activities,Consumption
311,红灯,red light,29,4,1.164964745,30,4.033333333,2.108821101,Expanded activities,Others
312,后悔,regret,30,2.833333333,1.14721051,30,5.5,1.634751906,Expanded activities,Psychology
313,忽视,ignore,28,3.392857143,0.994029797,29,4,1.488047618,Expanded activities,Psychology
314,胡子,beard,22,4.136363636,0.990211836,27,2.481481481,1.369176349,Basic activities,Basic life activities
315,糊涂,confused,30,2.966666667,0.964305479,27,5.407407407,2.004979556,Expanded activities,Psychology
316,护理,nursing,25,4.84,0.850490055,27,3.888888889,0.933699562,Basic activities,Nursing
317,护士,nurse,29,5.586206897,2.130010754,26,3.346153846,2.637306318,Basic activities,Nursing
318,花费,spend,30,4.366666667,1.06619961,27,5.037037037,1.870447941,Basic activities,Consumption
319,花销,cost,29,5.310344828,2.019608312,30,4.866666667,1.252124631,Basic activities,Consumption
320,化疗,chemotherapy,28,1.321428571,0.669636243,25,7.88,1.508862706,Basic activities,Nursing
321,化妆,make up,26,5.576923077,1.361560191,29,3.413793103,1.547284289,Basic activities,Basic life activities
322,画画,draw,26,5.807692308,1.442753777,29,3.793103448,1.739854476,Expanded activities,Leisure
323,话费,phone bill,30,4.366666667,1.033351872,26,3.769230769,1.704293221,Basic activities,Consumption
324,话筒,microphone,24,4.791666667,0.414851117,28,2.857142857,1.918994446,Expanded activities,Leisure
325,怀念,miss,29,6.517241379,1.502870816,26,3.576923077,2.386178148,Expanded activities,Psychology
326,怀疑,suspect,25,3.28,1.208304597,28,5,1.943650632,Expanded activities,Psychology
