,object,image,name_agreement,H_statistic,Normalised_H_statistic,recognition_RT_mean,recognition_RT_SD,recognition_RT_95CI,first_key_RT,is_natural,modalName,modalWordFreq,weightedWordFreq,modalWordLength,weightedWordLength,modalProductionFreq_raw,altName1,altName1ProductionFreq_raw,altName1WordFreq,altName1WordLength,altName2,altName2ProductionFreq_raw,altName2WordFreq,altName2WordLength,altName3,altName3ProductionFreq_raw,altName3WordFreq,altName3WordLength,altName4,altName4ProductionFreq_raw,altName4WordFreq,altName4WordLength,altName5,altName5ProductionFreq_raw,altName5WordFreq,altName5WordLength,altName6,altName6ProductionFreq_raw,altName6WordLength,altName6WordFreq,altName7,altName7ProductionFreq_raw,altName7WordLength,altName7WordFreq,altName8,altName8ProductionFreq_raw,altName8WordLength,altName8WordFreq,altName9,altName9ProductionFreq_raw,altName9WordLength,altName9WordFreq,altName10,altName10ProductionFreq_raw,altName10WordLength,altName10WordFreq,altName11,altName11ProductionFreq_raw,altName11WordLength,altName11WordFreq,altName12,altName12ProductionFreq_raw,altName12WordLength,altName12WordFreq,altName13,altName13ProductionFreq_raw,altName13WordLength,altName13WordFreq,altName14,altName14ProductionFreq_raw,altName14WordLength,altName14WordFreq,altName15,altName15ProductionFreq_raw,altName15WordLength,altName15WordFreq
1,airliner,airliner_1.png,71.875,1.385888579,0.536134887,914.235484,582.6945,205.12008,96.32258058,0,plane,4.58,4.446666667,5,5.740740741,23,aeroplane,5,3.86,9,aircraft,1,4.44,8,jumbo jet,1,2.760193715,8,boeing 737-600,1,NA,13,jet,1,4.21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,airliner,airliner_2.png,62.5,1.684686051,0.60009728,838.08125,374.15745,129.63656,94.046875,0,plane,4.58,4.393333333,5,6.037037037,20,aeroplane,7,3.86,9,fly,1,4.9,3,jet,1,4.21,3,airliner,1,2.84,8,boeing 747,1,2.172856981,9,boeing 747-400,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,airliner,airliner_3.png,57.57575758,1.734092672,0.617696273,981.4545455,479.67599,163.6587,90.39393935,0,plane,4.58,4.120357143,5,5.964285714,19,airplane,9,3.15,8,fly,1,4.9,3,jet,1,4.21,3,holiday,1,4.94,7,airliner,1,2.84,8,passenger plane,1,14,2.26393745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,airliner,airliner_4.png,70.58823529,1.711169091,0.539813746,1013.551515,569.85241,194.42562,93.41818184,0,plane,4.58,4.496923077,5,5.461538462,24,aeroplane,3,3.86,9,fly,1,4.9,3,jet engine,1,2.863053061,9,concorde,1,3.27,8,jumbo jet,1,2.760193715,8,passenger plane,1,14,2.26393745,boeing 737-800,1,13,NA,jet,1,3,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,aloe,aloe_1.png,46.875,2.106145033,0.750223998,1302.206452,909.76813,320.25651,96.89354841,1,aloe vera,2.376976964,3.183488482,8,6.428571429,15,plant,8,4.81,5,aloe,4,2.67,4,cactus,2,3.35,6,flower,1,4.5,6,succulent,1,3.31,9,agave,1,5,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,aloe,aloe_2.png,46.875,2.124429394,0.756737019,1450.512903,571.40968,201.1476,99.79354847,1,plant,4.81,3.909817315,5,5.678571429,15,cactus,6,3.35,6,aloe vera,5,2.376976964,8,aloe,2,2.67,4,succulent,1,3.31,9,agave,1,2.02,5,flower,1,6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,aloe,aloe_3.png,37.5,2.452619697,0.77371537,1290.64,654.91434,234.35378,87.80333331,1,aloe vera,2.376976964,3.436312379,8,6.607142857,12,plant,10,4.81,5,succulent,3,3.31,9,aloe,2,2.67,4,cactus,2,3.35,6,flower,1,4.5,6,agave,1,5,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,aloe,aloe_4.png,34.375,2.022497303,0.871042177,1192.634483,566.44584,206.16146,91.91379311,1,aloe vera,2.376976964,3.315598093,8,6.107142857,11,plant,10,4.81,5,aloe,5,2.67,4,cactus,4,3.35,6,agave,1,2.02,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,apple,apple_1.png,100,0,0,716.434375,196.92061,68.22825,87.99999999,1,apple,4.58,4.58,5,5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,apple,apple_2.png,100,0,0,829.646875,321.85842,111.51621,95.16250001,1,apple,4.58,4.58,5,5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,apple,apple_3.png,100,0,0,791.3399999,391.94147,140.25188,92.98999997,1,apple,4.58,4.58,5,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,apple,apple_4.png,96.875,0.200622324,0.200622324,843.9375,350.06394,121.28874,86.38750001,1,apple,4.58,4.58,5,5,31,fruit,1,4.73,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,artichoke,artichoke_1.png,43.75,2.343753085,0.739371778,1661.776923,1271.05494,488.56881,85.19615383,1,artichoke,3.13,3.676,9,8.2,14,vegetable,5,4.18,9,plant,4,4.81,5,bulb,1,3.68,4,broccoli,1,3.71,8,shrub,1,3.08,5,flower,1,6,4.5,asparagus,1,9,3.88,sprout,1,6,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,artichoke,artichoke_2.png,40.625,2.504846197,0.75403384,1005.85,472.09461,174.86308,91.67857142,1,artichoke,3.13,3.68,9,8.047619048,13,plant,5,4.81,5,vegetable,3,4.18,9,fruit,1,4.73,5,flower,1,4.5,6,asparagus,1,3.88,9,cabbage,1,7,4.07,avocado,1,7,3.25,bud,1,3,3.85,flower bud,1,9,1.871826985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,artichoke,artichoke_3.png,40.625,2.562333356,0.771339199,1142.904,580.67111,227.61889,94.96000001,1,artichoke,3.13,3.661,9,8.15,13,flower,4,4.5,6,vegetable,3,4.18,9,plant,2,4.81,5,cactus,1,3.35,6,food,1,5.45,4,asparagus,1,9,3.88,avocado,1,7,NA,bud,1,3,3.85,flower bud,1,9,1.871826985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,artichoke,artichoke_4.png,28.125,2.707569654,0.854143127,1018.6875,427.44347,171.00986,83.84166666,1,artichoke,3.13,4.08952381,9,6.714285714,9,plant,6,4.81,5,flower,4,4.5,6,vegetable,3,4.18,9,bud,2,3.85,3,coral,1,3.86,5,fennel,1,6,NA,fruit,1,5,4.73,asparagus flower,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,ash,ash_1.png,100,0,0,848.6774194,427.41179,150.45747,103.0903227,1,tree,4.95,4.95,4,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,ash,ash_2.png,100,0,0,815.3375,337.21768,116.83782,89.21874999,1,tree,4.95,4.95,4,4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,ash,ash_3.png,100,0,0,958.45,571.31105,197.94554,102.2593751,1,tree,4.95,4.95,4,4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,ash,ash_4.png,100,0,0,831.5741935,434.40901,152.92063,83.83870968,1,tree,4.95,4.95,4,4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,ashtray,ashtray_1.png,62.5,1.11607628,0.55803814,1443.926087,624.28136,255.13177,94.79130438,0,ashtray,3.2,3.54,7,6.090909091,20,pot,3,4.76,3,pan,2,4.6,3,steam,1,4.39,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,ashtray,ashtray_2.png,59.375,1.41543128,0.504186795,1571.680952,811.15308,346.92953,97.26190479,0,ashtray,3.2,3.2,7,7,19,cigarette holder,1,NA,15,chalk,1,NA,5,ceramic,1,3.6,7,ash,1,NA,3,tray,1,4.15,4,cup,1,3,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,ashtray,ashtray_3.png,81.81818182,0.74832655,0.374163275,1517.364286,708.22489,262.32535,93.28214287,0,ashtray,3.2,3.273076923,7,6.769230769,27,tray,2,4.15,4,puzzle,1,3.93,6,box,1,5.12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,ashtray,ashtray_4.png,81.25,1.118392729,0.432653367,1127.815625,385.29206,133.49444,87.04062497,0,ashtray,3.2,3.252857143,7,7.214285714,26,cigarettes,2,3.94,10,cigarette holder,1,2.308519583,15,smoke,1,4.53,5,container,1,3.77,9,cigarette bowl,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,asparagus,asparagus_1.png,75,0.9042326,0.570507251,1268.245161,915.52693,322.28372,84.73548393,1,asparagus,3.88,3.94,9,9,24,vegetable,6,4.18,9,celery,1,3.66,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,asparagus,asparagus_2.png,69.6969697,1.201509375,0.600754688,965.2129032,397.82228,140.04137,91.80645162,1,asparagus,3.88,3.942068966,9,9,23,vegetable,6,4.18,9,plant,2,4.81,5,posh,1,4.29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,asparagus,asparagus_3.png,78.78787879,1.032302495,0.444588485,1268.009678,796.9434,280.53995,92.59354837,1,asparagus,3.88,3.912142857,9,9,26,vegetable,3,4.18,9,spears,1,3.4,6,food,1,5.45,4,nature,1,4.83,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,asparagus,asparagus_4.png,75,1.186648326,0.511061617,1154.858621,1072.13819,390.21132,95.02413795,1,asparagus,3.88,3.885714286,9,8.785714286,24,vegetable,3,4.18,9,celery,2,3.66,6,plant,1,4.81,5,mange tout,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,baseball,baseball_1.png,55.88235294,1.389516583,0.694758292,1129.384848,750.43957,256.03943,94.43636364,0,baseball,3.74,4.214551896,8,6.8125,19,ball,12,5.33,4,cricket ball,2,2.587830329,11,glove,1,3.81,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,baseball,baseball_2.png,53.125,1.32523173,0.662615865,929.95,688.41815,238.52034,91.06875001,0,baseball,3.74,4.429,8,6.266666667,17,ball,13,5.33,4,glove,1,3.81,5,cricket ball,1,2.587830329,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,baseball,baseball_3.png,64.51612903,1.094265896,0.690404912,874.8161291,413.65409,145.61448,95.84193553,0,baseball,3.74,4.27,8,6.666666667,20,ball,10,5.33,4,cricket ball,1,2.587830329,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,baseball,baseball_4.png,66.66666667,1.206914707,0.603457353,844.2838711,338.88202,119.29322,87.48387094,0,baseball,3.74,4.17862069,8,6.896551724,22,ball,9,5.33,4,soccer,1,3.61,6,cricket ball,1,2.587830329,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,basketball,basketball_1.png,70.96774194,0.869137581,0.869137581,1200.610345,547.74794,199.35625,99.82758621,0,basketball,3.89,4.336896552,10,8.137931034,22,ball,9,5.33,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,basketball,basketball_2.png,68.75,1.184140762,0.592070381,834.4870967,260.41338,91.67069,89.47741938,0,basketball,3.89,4.287241379,10,8.344827586,22,ball,8,5.33,4,basketball court,1,2.376976964,15,baseball,1,3.74,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,basketball,basketball_3.png,68.75,1.042599356,0.657806954,950.975,743.16081,257.48735,96.60937497,0,basketball,3.89,4.308064516,10,8.258064516,22,ball,9,5.33,4,basketball ball,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,basketball,basketball_4.png,72.72727273,0.845350937,0.845350937,899.339394,452.90968,154.52642,85.28787873,0,basketball,3.89,4.282727273,10,8.363636364,24,ball,9,5.33,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,bat,bat_1.png,93.93939394,0.390452131,0.246347867,990.6515151,407.08007,138.88999,92.47272728,1,bat,4.3,4.3,3,3,31,cave,1,4.19,4,mammal,1,3.71,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,bat,bat_2.png,84.375,0.98806367,0.382235204,1289.322581,917.30246,322.90874,89.90322578,1,bat,4.3,4.3,3,3,27,rodent,1,3.28,6,rat,1,4.23,3,mammal,1,3.71,6,big eared bat,1,NA,11,animal,1,4.93,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,bat,bat_3.png,100,0,0,944.9125,533.04851,184.68849,92.9375,1,bat,4.3,4.3,3,3,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,bat,bat_4.png,96.875,0.200622324,0.200622324,829.1375,250.25557,86.70754,86.87499999,1,bat,4.3,4.3,3,3,31,mouse,1,4.41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,bathtub,bathtub_1.png,72.72727273,1.114376408,0.557188204,815.703125,243.72529,84.44496,95.55312496,0,bath,4.65,4.248064516,4,4.677419355,24,bathtub,7,2.87,7,tub,1,3.7,3,container,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,bathtub,bathtub_2.png,75,0.811278124,0.811278124,858.628125,536.29,185.81159,104.971875,0,bath,4.65,4.205,4,4.75,24,bathtub,8,2.87,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,bathtub,bathtub_3.png,68.75,0.896038233,0.896038233,752.35,331.94719,115.01172,101.3937501,0,bath,4.65,4.09375,4,4.9375,22,bathtub,10,2.87,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,bathtub,bathtub_4.png,81.25,0.69621226,0.69621226,876.384375,460.88247,159.6847,90.88124996,0,bath,4.65,4.31625,4,4.5625,26,bathtub,6,2.87,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,battery,battery_1.png,93.75,0.399790067,0.252239448,975.71875,616.98321,213.76985,92.38124999,0,battery,3.87,3.87,7,7,30,cell,1,4.22,4,lighter,1,4.13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,battery,battery_2.png,100,0,0,856.73125,329.46107,114.15034,92.69687493,0,battery,3.87,3.87,7,7,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,battery,battery_3.png,90.625,0.597454723,0.298727362,911.1354839,410.52069,144.51147,96.78709686,0,battery,3.87,3.87,7,7,29,tank,1,4.34,4,battery charger,1,1.172856981,14,gas,1,4.77,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,battery,battery_4.png,91.17647059,0.570401499,0.28520075,830.4,291.42439,97.95679,91.47058821,0,battery,3.87,3.87,7,7,31,cell,1,4.22,4,duracell battery,1,NA,15,aa battery,1,1.297795718,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,beagle,beagle_1.png,87.5,0.644974209,0.406933419,814.6612903,394.04999,138.71345,85.43548383,1,dog,5.17,4.962903226,3,3.290322581,28,beagle,3,3.03,6,animal,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,beagle,beagle_2.png,78.125,0.757878463,0.757878463,917.5225806,460.48421,162.09962,93.22903227,1,dog,5.17,4.686774194,3,3.677419355,25,beagle,7,3.03,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,beagle,beagle_3.png,71.875,1.134580955,0.567290477,879.5225807,559.61668,196.99622,92.93870968,1,dog,5.17,4.653448276,3,3.724137931,23,beagle,7,3.03,6,leash,1,3.12,5,mammal,1,3.71,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,beagle,beagle_4.png,71.875,1.134580955,0.567290477,793.9580645,282.7494,99.53343,91.31612906,1,dog,5.17,4.653448276,3,3.724137931,23,beagle,7,3.03,6,dog leash,1,1.297795718,8,mammal,1,3.71,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
